,REGION,YEAR,WEEK,TOTAL CASES
3023,New York City,2011,43,0.0
3024,Alabama,2011,44,0.0
3025,Alaska,2011,44,1.0
3026,Arizona,2011,44,0.0
3027,Arkansas,2011,44,0.0
3028,California,2011,44,2.0
3029,Colorado,2011,44,0.0
3030,Connecticut,2011,44,0.0
3031,Delaware,2011,44,0.0
3032,District of Columbia,2011,44,0.0
3033,Florida,2011,44,0.0
3034,Georgia,2011,44,6.0
3035,Hawaii,2011,44,5.0
3036,Idaho,2011,44,0.0
3037,Illinois,2011,44,0.0
3038,Indiana,2011,44,0.0
3039,Iowa,2011,44,1.0
3040,Kansas,2011,44,0.0
3041,Kentucky,2011,44,0.0
3042,Louisiana,2011,44,2.0
3043,Maine,2011,44,0.0
3044,Maryland,2011,44,0.0
3045,Massachusetts,2011,44,0.0
3046,Michigan,2011,44,0.0
3047,Minnesota,2011,44,2.0
3048,Mississippi,2011,44,0.0
3049,Missouri,2011,44,0.0
3050,Montana,2011,44,0.0
3051,Nebraska,2011,44,0.0
3052,Nevada,2011,44,0.0
3053,New Hampshire,2011,44,0.0
3054,New Jersey,2011,44,0.0
3055,New Mexico,2011,44,0.0
3056,New York,2011,44,0.0
3057,North Carolina,2011,44,0.0
3058,North Dakota,2011,44,0.0
3059,Ohio,2011,44,2.0
3060,Oklahoma,2011,44,0.0
3061,Oregon,2011,44,3.0
3062,Pennsylvania,2011,44,1.0
3063,Rhode Island,2011,44,0.0
3064,South Carolina,2011,44,0.0
3065,South Dakota,2011,44,1.0
3066,Tennessee,2011,44,0.0
3067,Texas,2011,44,2.0
3068,Utah,2011,44,1.0
3069,Vermont,2011,44,0.0
3070,Virginia,2011,44,0.0
3071,Washington,2011,44,0.0
3072,West Virginia,2011,44,0.0
3073,Wisconsin,2011,44,1.0
3074,Wyoming,2011,44,0.0
3075,Puerto Rico,2011,44,0.0
3076,Virgin Islands,2011,44,0.0
3077,New York City,2011,44,0.0
3078,Alabama,2011,45,0.0
3079,Alaska,2011,45,1.0
3080,Arizona,2011,45,0.0
3081,Arkansas,2011,45,1.0
3082,California,2011,45,2.0
3083,Colorado,2011,45,8.0
3084,Connecticut,2011,45,0.0
3085,Delaware,2011,45,0.0
3086,District of Columbia,2011,45,0.0
3087,Florida,2011,45,0.0
3088,Georgia,2011,45,13.0
3089,Hawaii,2011,45,1.0
3090,Idaho,2011,45,0.0
3091,Illinois,2011,45,2.0
3092,Indiana,2011,45,0.0
3093,Iowa,2011,45,1.0
3094,Kansas,2011,45,0.0
3095,Kentucky,2011,45,0.0
3096,Louisiana,2011,45,2.0
3097,Maine,2011,45,0.0
3098,Maryland,2011,45,0.0
3099,Massachusetts,2011,45,0.0
3100,Michigan,2011,45,0.0
3101,Minnesota,2011,45,1.0
3102,Mississippi,2011,45,0.0
3103,Missouri,2011,45,0.0
3104,Montana,2011,45,0.0
3105,Nebraska,2011,45,0.0
3106,Nevada,2011,45,1.0
3107,New Hampshire,2011,45,0.0
3108,New Jersey,2011,45,0.0
3109,New Mexico,2011,45,0.0
3110,New York,2011,45,1.0
3111,North Carolina,2011,45,0.0
3112,North Dakota,2011,45,0.0
3113,Ohio,2011,45,0.0
3114,Oklahoma,2011,45,0.0
3115,Oregon,2011,45,0.0
3116,Pennsylvania,2011,45,0.0
3117,Rhode Island,2011,45,0.0
3118,South Carolina,2011,45,0.0
3119,South Dakota,2011,45,0.0
3120,Tennessee,2011,45,0.0
3121,Texas,2011,45,0.0
3122,Utah,2011,45,2.0
3123,Vermont,2011,45,0.0
3124,Virginia,2011,45,0.0
3125,Washington,2011,45,0.0
3126,West Virginia,2011,45,0.0
3127,Wisconsin,2011,45,0.0
3128,Wyoming,2011,45,0.0
3129,Puerto Rico,2011,45,0.0
3130,Virgin Islands,2011,45,0.0
3131,New York City,2011,45,0.0
3132,Alabama,2011,46,0.0
3133,Alaska,2011,46,0.0
3134,Arizona,2011,46,0.0
3135,Arkansas,2011,46,0.0
3136,California,2011,46,3.0
3137,Colorado,2011,46,4.0
3138,Connecticut,2011,46,0.0
3139,Delaware,2011,46,0.0
3140,District of Columbia,2011,46,0.0
3141,Florida,2011,46,0.0
3142,Georgia,2011,46,4.0
3143,Hawaii,2011,46,3.0
3144,Idaho,2011,46,0.0
3145,Illinois,2011,46,0.0
3146,Indiana,2011,46,0.0
3147,Iowa,2011,46,4.0
3148,Kansas,2011,46,0.0
3149,Kentucky,2011,46,3.0
3150,Louisiana,2011,46,0.0
3151,Maine,2011,46,0.0
3152,Maryland,2011,46,0.0
3153,Massachusetts,2011,46,0.0
3154,Michigan,2011,46,0.0
3155,Minnesota,2011,46,2.0
3156,Mississippi,2011,46,0.0
3157,Missouri,2011,46,0.0
3158,Montana,2011,46,0.0
3159,Nebraska,2011,46,0.0
3160,Nevada,2011,46,0.0
3161,New Hampshire,2011,46,0.0
3162,New Jersey,2011,46,0.0
3163,New Mexico,2011,46,0.0
3164,New York,2011,46,3.0
3165,North Carolina,2011,46,1.0
3166,North Dakota,2011,46,0.0
3167,Ohio,2011,46,0.0
3168,Oklahoma,2011,46,0.0
3169,Oregon,2011,46,1.0
3170,Pennsylvania,2011,46,2.0
3171,Rhode Island,2011,46,0.0
3172,South Carolina,2011,46,1.0
3173,South Dakota,2011,46,0.0
3174,Tennessee,2011,46,0.0
3175,Texas,2011,46,0.0
3176,Utah,2011,46,1.0
3177,Vermont,2011,46,0.0
3178,Virginia,2011,46,0.0
3179,Washington,2011,46,1.0
3180,West Virginia,2011,46,0.0
3181,Wisconsin,2011,46,0.0
3182,Wyoming,2011,46,0.0
3183,Puerto Rico,2011,46,0.0
3184,Virgin Islands,2011,46,0.0
3185,New York City,2011,46,0.0
3186,Alabama,2011,47,0.0
3187,Alaska,2011,47,1.0
3188,Arizona,2011,47,0.0
3189,Arkansas,2011,47,1.0
3190,California,2011,47,3.0
3191,Colorado,2011,47,12.0
3192,Connecticut,2011,47,0.0
3193,Delaware,2011,47,2.0
3194,District of Columbia,2011,47,0.0
3195,Florida,2011,47,0.0
3196,Georgia,2011,47,13.0
3197,Hawaii,2011,47,3.0
3198,Idaho,2011,47,0.0
3199,Illinois,2011,47,0.0
3200,Indiana,2011,47,0.0
3201,Iowa,2011,47,2.0
3202,Kansas,2011,47,0.0
3203,Kentucky,2011,47,1.0
3204,Louisiana,2011,47,2.0
3205,Maine,2011,47,0.0
3206,Maryland,2011,47,0.0
3207,Massachusetts,2011,47,1.0
3208,Michigan,2011,47,0.0
3209,Minnesota,2011,47,0.0
3210,Mississippi,2011,47,0.0
3211,Missouri,2011,47,0.0
3212,Montana,2011,47,0.0
3213,Nebraska,2011,47,0.0
3214,Nevada,2011,47,0.0
3215,New Hampshire,2011,47,0.0
3216,New Jersey,2011,47,0.0
3217,New Mexico,2011,47,1.0
3218,New York,2011,47,1.0
3219,North Carolina,2011,47,0.0
3220,North Dakota,2011,47,0.0
3221,Ohio,2011,47,0.0
3222,Oklahoma,2011,47,0.0
3223,Oregon,2011,47,0.0
3224,Pennsylvania,2011,47,0.0
3225,Rhode Island,2011,47,0.0
3226,South Carolina,2011,47,0.0
3227,South Dakota,2011,47,0.0
3228,Tennessee,2011,47,0.0
3229,Texas,2011,47,4.0
3230,Utah,2011,47,0.0
3231,Vermont,2011,47,0.0
3232,Virginia,2011,47,0.0
3233,Washington,2011,47,1.0
3234,West Virginia,2011,47,2.0
3235,Wisconsin,2011,47,0.0
3236,Wyoming,2011,47,0.0
3237,Puerto Rico,2011,47,0.0
3238,Virgin Islands,2011,47,0.0
3239,New York City,2011,47,0.0
3240,Alabama,2011,48,0.0
3241,Alaska,2011,48,1.0
3242,Arizona,2011,48,1.0
3243,Arkansas,2011,48,0.0
3244,California,2011,48,6.0
3245,Colorado,2011,48,6.0
3246,Connecticut,2011,48,0.0
3247,Delaware,2011,48,0.0
3248,District of Columbia,2011,48,0.0
3249,Florida,2011,48,0.0
3250,Georgia,2011,48,14.0
3251,Hawaii,2011,48,0.0
3252,Idaho,2011,48,0.0
3253,Illinois,2011,48,0.0
3254,Indiana,2011,48,2.0
3255,Iowa,2011,48,2.0
3256,Kansas,2011,48,0.0
3257,Kentucky,2011,48,0.0
3258,Louisiana,2011,48,2.0
3259,Maine,2011,48,0.0
3260,Maryland,2011,48,0.0
3261,Massachusetts,2011,48,0.0
3262,Michigan,2011,48,0.0
3263,Minnesota,2011,48,2.0
3264,Mississippi,2011,48,1.0
3265,Missouri,2011,48,0.0
3266,Montana,2011,48,3.0
3267,Nebraska,2011,48,0.0
3268,Nevada,2011,48,1.0
3269,New Hampshire,2011,48,0.0
3270,New Jersey,2011,48,0.0
3271,New Mexico,2011,48,1.0
3272,New York,2011,48,0.0
3273,North Carolina,2011,48,0.0
3274,North Dakota,2011,48,0.0
3275,Ohio,2011,48,0.0
3276,Oklahoma,2011,48,0.0
3277,Oregon,2011,48,1.0
3278,Pennsylvania,2011,48,0.0
3279,Rhode Island,2011,48,0.0
3280,South Carolina,2011,48,1.0
3281,South Dakota,2011,48,0.0
3282,Tennessee,2011,48,0.0
3283,Texas,2011,48,0.0
3284,Utah,2011,48,10.0
3285,Vermont,2011,48,0.0
3286,Virginia,2011,48,0.0
3287,Washington,2011,48,1.0
3288,West Virginia,2011,48,0.0
3289,Wisconsin,2011,48,1.0
3290,Wyoming,2011,48,0.0
3291,Puerto Rico,2011,48,0.0
3292,Virgin Islands,2011,48,0.0
3293,New York City,2011,48,0.0
3294,Alabama,2011,49,1.0
3295,Alaska,2011,49,0.0
3296,Arizona,2011,49,1.0
3297,Arkansas,2011,49,1.0
3298,California,2011,49,10.0
3299,Colorado,2011,49,20.0
3300,Connecticut,2011,49,0.0
3301,Delaware,2011,49,0.0
3302,District of Columbia,2011,49,0.0
3303,Florida,2011,49,0.0
3304,Georgia,2011,49,9.0
3305,Hawaii,2011,49,1.0
3306,Idaho,2011,49,0.0
3307,Illinois,2011,49,0.0
3308,Indiana,2011,49,2.0
3309,Iowa,2011,49,1.0
3310,Kansas,2011,49,0.0
3311,Kentucky,2011,49,2.0
3312,Louisiana,2011,49,15.0
3313,Maine,2011,49,0.0
3314,Maryland,2011,49,0.0
3315,Massachusetts,2011,49,0.0
3316,Michigan,2011,49,0.0
3317,Minnesota,2011,49,0.0
3318,Mississippi,2011,49,1.0
3319,Missouri,2011,49,2.0
3320,Montana,2011,49,0.0
3321,Nebraska,2011,49,2.0
3322,Nevada,2011,49,0.0
3323,New Hampshire,2011,49,0.0
3324,New Jersey,2011,49,0.0
3325,New Mexico,2011,49,0.0
3326,New York,2011,49,1.0
3327,North Carolina,2011,49,4.0
3328,North Dakota,2011,49,0.0
3329,Ohio,2011,49,0.0
3330,Oklahoma,2011,49,0.0
3331,Oregon,2011,49,0.0
3332,Pennsylvania,2011,49,0.0
3333,Rhode Island,2011,49,0.0
3334,South Carolina,2011,49,0.0
3335,South Dakota,2011,49,1.0
3336,Tennessee,2011,49,0.0
3337,Texas,2011,49,3.0
3338,Utah,2011,49,3.0
3339,Vermont,2011,49,0.0
3340,Virginia,2011,49,0.0
3341,Washington,2011,49,1.0
3342,West Virginia,2011,49,1.0
3343,Wisconsin,2011,49,0.0
3344,Wyoming,2011,49,0.0
3345,Puerto Rico,2011,49,0.0
3346,Virgin Islands,2011,49,0.0
3347,New York City,2011,49,0.0
3348,Alabama,2011,50,0.0
3349,Alaska,2011,50,0.0
3350,Arizona,2011,50,1.0
3351,Arkansas,2011,50,0.0
3352,California,2011,50,9.0
3353,Colorado,2011,50,32.0
3354,Connecticut,2011,50,0.0
3355,Delaware,2011,50,2.0
3356,District of Columbia,2011,50,0.0
3357,Florida,2011,50,0.0
3358,Georgia,2011,50,9.0
3359,Hawaii,2011,50,5.0
3360,Idaho,2011,50,0.0
3361,Illinois,2011,50,2.0
3362,Indiana,2011,50,1.0
3363,Iowa,2011,50,3.0
3364,Kansas,2011,50,0.0
3365,Kentucky,2011,50,0.0
3366,Louisiana,2011,50,0.0
3367,Maine,2011,50,0.0
3368,Maryland,2011,50,1.0
3369,Massachusetts,2011,50,1.0
3370,Michigan,2011,50,0.0
3371,Minnesota,2011,50,6.0
3372,Mississippi,2011,50,0.0
3373,Missouri,2011,50,1.0
3374,Montana,2011,50,0.0
3375,Nebraska,2011,50,6.0
3376,Nevada,2011,50,3.0
3377,New Hampshire,2011,50,0.0
3378,New Jersey,2011,50,0.0
3379,New Mexico,2011,50,2.0
3380,New York,2011,50,2.0
3381,North Carolina,2011,50,0.0
3382,North Dakota,2011,50,0.0
3383,Ohio,2011,50,0.0
3384,Oklahoma,2011,50,0.0
3385,Oregon,2011,50,1.0
3386,Pennsylvania,2011,50,0.0
3387,Rhode Island,2011,50,0.0
3388,South Carolina,2011,50,2.0
3389,South Dakota,2011,50,1.0
3390,Tennessee,2011,50,2.0
3391,Texas,2011,50,4.0
3392,Utah,2011,50,4.0
3393,Vermont,2011,50,0.0
3394,Virginia,2011,50,0.0
3395,Washington,2011,50,3.0
3396,West Virginia,2011,50,0.0
3397,Wisconsin,2011,50,6.0
3398,Wyoming,2011,50,0.0
3399,Puerto Rico,2011,50,0.0
3400,Virgin Islands,2011,50,0.0
3401,New York City,2011,50,0.0
3402,Alabama,2011,51,0.0
3403,Alaska,2011,51,0.0
3404,Arizona,2011,51,2.0
3405,Arkansas,2011,51,0.0
3406,California,2011,51,26.0
3407,Colorado,2011,51,42.0
3408,Connecticut,2011,51,0.0
3409,Delaware,2011,51,0.0
3410,District of Columbia,2011,51,0.0
3411,Florida,2011,51,0.0
3412,Georgia,2011,51,11.0
3413,Hawaii,2011,51,3.0
3414,Idaho,2011,51,0.0
3415,Illinois,2011,51,2.0
3416,Indiana,2011,51,1.0
3417,Iowa,2011,51,5.0
3418,Kansas,2011,51,0.0
3419,Kentucky,2011,51,0.0
3420,Louisiana,2011,51,8.0
3421,Maine,2011,51,1.0
3422,Maryland,2011,51,0.0
3423,Massachusetts,2011,51,0.0
3424,Michigan,2011,51,0.0
3425,Minnesota,2011,51,7.0
3426,Mississippi,2011,51,0.0
3427,Missouri,2011,51,8.0
3428,Montana,2011,51,0.0
3429,Nebraska,2011,51,5.0
3430,Nevada,2011,51,1.0
3431,New Hampshire,2011,51,0.0
3432,New Jersey,2011,51,0.0
3433,New Mexico,2011,51,0.0
3434,New York,2011,51,3.0
3435,North Carolina,2011,51,0.0
3436,North Dakota,2011,51,0.0
3437,Ohio,2011,51,1.0
3438,Oklahoma,2011,51,0.0
3439,Oregon,2011,51,2.0
3440,Pennsylvania,2011,51,3.0
3441,Rhode Island,2011,51,0.0
3442,South Carolina,2011,51,3.0
3443,South Dakota,2011,51,0.0
3444,Tennessee,2011,51,0.0
3445,Texas,2011,51,5.0
3446,Utah,2011,51,7.0
3447,Vermont,2011,51,0.0
3448,Virginia,2011,51,0.0
3449,Washington,2011,51,6.0
3450,West Virginia,2011,51,0.0
3451,Wisconsin,2011,51,10.0
3452,Wyoming,2011,51,1.0
3453,Puerto Rico,2011,51,0.0
3454,Virgin Islands,2011,51,0.0
3455,New York City,2011,51,0.0
3456,Alabama,2011,52,1.0
3457,Alaska,2011,52,1.0
3458,Arizona,2011,52,2.0
3459,Arkansas,2011,52,0.0
3460,California,2011,52,9.0
3461,Colorado,2011,52,31.0
3462,Connecticut,2011,52,1.0
3463,Delaware,2011,52,1.0
3464,District of Columbia,2011,52,0.0
3465,Florida,2011,52,0.0
3466,Georgia,2011,52,6.0
3467,Hawaii,2011,52,6.0
3468,Idaho,2011,52,0.0
3469,Illinois,2011,52,5.0
3470,Indiana,2011,52,0.0
3471,Iowa,2011,52,6.0
3472,Kansas,2011,52,0.0
3473,Kentucky,2011,52,1.0
3474,Louisiana,2011,52,8.0
3475,Maine,2011,52,1.0
3476,Maryland,2011,52,1.0
3477,Massachusetts,2011,52,0.0
3478,Michigan,2011,52,6.0
3479,Minnesota,2011,52,7.0
3480,Mississippi,2011,52,0.0
3481,Missouri,2011,52,4.0
3482,Montana,2011,52,0.0
3483,Nebraska,2011,52,12.0
3484,Nevada,2011,52,0.0
3485,New Hampshire,2011,52,5.0
3486,New Jersey,2011,52,0.0
3487,New Mexico,2011,52,2.0
3488,New York,2011,52,0.0
3489,North Carolina,2011,52,0.0
3490,North Dakota,2011,52,0.0
3491,Ohio,2011,52,0.0
3492,Oklahoma,2011,52,0.0
3493,Oregon,2011,52,0.0
3494,Pennsylvania,2011,52,1.0
3495,Rhode Island,2011,52,0.0
3496,South Carolina,2011,52,0.0
3497,South Dakota,2011,52,2.0
3498,Tennessee,2011,52,2.0
3499,Texas,2011,52,6.0
3500,Utah,2011,52,1.0
3501,Vermont,2011,52,0.0
3502,Virginia,2011,52,0.0
3503,Washington,2011,52,9.0
3504,West Virginia,2011,52,0.0
3505,Wisconsin,2011,52,8.0
3506,Wyoming,2011,52,1.0
3507,Puerto Rico,2011,52,0.0
3508,Virgin Islands,2011,52,0.0
3509,New York City,2011,52,0.0
3510,Alabama,2012,1,1.0
3511,Alaska,2012,1,1.0
3512,Arizona,2012,1,3.0
3513,Arkansas,2012,1,0.0
3514,California,2012,1,19.0
3515,Colorado,2012,1,33.0
3516,Connecticut,2012,1,0.0
3517,Delaware,2012,1,1.0
3518,District of Columbia,2012,1,0.0
3519,Florida,2012,1,0.0
3520,Georgia,2012,1,3.0
3521,Hawaii,2012,1,3.0
3522,Idaho,2012,1,0.0
3523,Illinois,2012,1,5.0
3524,Indiana,2012,1,2.0
3525,Iowa,2012,1,9.0
3526,Kansas,2012,1,0.0
3527,Kentucky,2012,1,1.0
3528,Louisiana,2012,1,1.0
3529,Maine,2012,1,0.0
3530,Maryland,2012,1,3.0
3531,Massachusetts,2012,1,0.0
3532,Michigan,2012,1,11.0
3533,Minnesota,2012,1,9.0
3534,Mississippi,2012,1,0.0
3535,Missouri,2012,1,2.0
3536,Montana,2012,1,0.0
3537,Nebraska,2012,1,7.0
3538,Nevada,2012,1,0.0
3539,New Hampshire,2012,1,3.0
3540,New Jersey,2012,1,0.0
3541,New Mexico,2012,1,0.0
3542,New York,2012,1,2.0
3543,North Carolina,2012,1,0.0
3544,North Dakota,2012,1,0.0
3545,Ohio,2012,1,0.0
3546,Oklahoma,2012,1,0.0
3547,Oregon,2012,1,1.0
3548,Pennsylvania,2012,1,1.0
3549,Rhode Island,2012,1,0.0
3550,South Carolina,2012,1,1.0
3551,South Dakota,2012,1,5.0
3552,Tennessee,2012,1,0.0
3553,Texas,2012,1,13.0
3554,Utah,2012,1,4.0
3555,Vermont,2012,1,0.0
3556,Virginia,2012,1,0.0
3557,Washington,2012,1,13.0
3558,West Virginia,2012,1,0.0
3559,Wisconsin,2012,1,9.0
3560,Wyoming,2012,1,0.0
3561,Puerto Rico,2012,1,0.0
3562,Virgin Islands,2012,1,0.0
3563,New York City,2012,1,0.0
3564,Alabama,2012,2,0.0
3565,Alaska,2012,2,2.0
3566,Arizona,2012,2,7.0
3567,Arkansas,2012,2,2.0
3568,California,2012,2,20.0
3569,Colorado,2012,2,32.0
3570,Connecticut,2012,2,2.0
3571,Delaware,2012,2,0.0
3572,District of Columbia,2012,2,0.0
3573,Florida,2012,2,0.0
3574,Georgia,2012,2,3.0
3575,Hawaii,2012,2,5.0
3576,Idaho,2012,2,0.0
3577,Illinois,2012,2,4.0
3578,Indiana,2012,2,3.0
3579,Iowa,2012,2,11.0
3580,Kansas,2012,2,4.0
3581,Kentucky,2012,2,1.0
3582,Louisiana,2012,2,1.0
3583,Maine,2012,2,2.0
3584,Maryland,2012,2,2.0
3585,Massachusetts,2012,2,1.0
3586,Michigan,2012,2,15.0
3587,Minnesota,2012,2,14.0
3588,Mississippi,2012,2,5.0
3589,Missouri,2012,2,8.0
3590,Montana,2012,2,1.0
3591,Nebraska,2012,2,0.0
3592,Nevada,2012,2,1.0
3593,New Hampshire,2012,2,2.0
3594,New Jersey,2012,2,0.0
3595,New Mexico,2012,2,6.0
3596,New York,2012,2,4.0
3597,North Carolina,2012,2,2.0
3598,North Dakota,2012,2,0.0
3599,Ohio,2012,2,0.0
3600,Oklahoma,2012,2,0.0
3601,Oregon,2012,2,0.0
3602,Pennsylvania,2012,2,4.0
3603,Rhode Island,2012,2,0.0
3604,South Carolina,2012,2,4.0
3605,South Dakota,2012,2,2.0
3606,Tennessee,2012,2,2.0
3607,Texas,2012,2,18.0
3608,Utah,2012,2,3.0
3609,Vermont,2012,2,0.0
3610,Virginia,2012,2,1.0
3611,Washington,2012,2,5.0
3612,West Virginia,2012,2,0.0
3613,Wisconsin,2012,2,14.0
3614,Wyoming,2012,2,2.0
3615,Puerto Rico,2012,2,0.0
3616,Virgin Islands,2012,2,0.0
3617,New York City,2012,2,0.0
3618,Alabama,2012,3,2.0
3619,Alaska,2012,3,0.0
3620,Arizona,2012,3,12.0
3621,Arkansas,2012,3,1.0
3622,California,2012,3,46.0
3623,Colorado,2012,3,48.0
3624,Connecticut,2012,3,2.0
3625,Delaware,2012,3,0.0
3626,District of Columbia,2012,3,0.0
3627,Florida,2012,3,0.0
3628,Georgia,2012,3,3.0
3629,Hawaii,2012,3,5.0
3630,Idaho,2012,3,0.0
3631,Illinois,2012,3,1.0
3632,Indiana,2012,3,3.0
3633,Iowa,2012,3,4.0
3634,Kansas,2012,3,0.0
3635,Kentucky,2012,3,2.0
3636,Louisiana,2012,3,2.0
3637,Maine,2012,3,1.0
3638,Maryland,2012,3,10.0
3639,Massachusetts,2012,3,0.0
3640,Michigan,2012,3,23.0
3641,Minnesota,2012,3,8.0
3642,Mississippi,2012,3,4.0
3643,Missouri,2012,3,6.0
3644,Montana,2012,3,5.0
3645,Nebraska,2012,3,7.0
3646,Nevada,2012,3,5.0
3647,New Hampshire,2012,3,0.0
3648,New Jersey,2012,3,0.0
3649,New Mexico,2012,3,1.0
3650,New York,2012,3,9.0
3651,North Carolina,2012,3,0.0
3652,North Dakota,2012,3,0.0
3653,Ohio,2012,3,0.0
3654,Oklahoma,2012,3,0.0
3655,Oregon,2012,3,2.0
3656,Pennsylvania,2012,3,3.0
3657,Rhode Island,2012,3,0.0
3658,South Carolina,2012,3,2.0
3659,South Dakota,2012,3,9.0
3660,Tennessee,2012,3,0.0
3661,Texas,2012,3,27.0
3662,Utah,2012,3,9.0
3663,Vermont,2012,3,0.0
3664,Virginia,2012,3,1.0
3665,Washington,2012,3,19.0
3666,West Virginia,2012,3,2.0
3667,Wisconsin,2012,3,14.0
3668,Wyoming,2012,3,0.0
3669,Puerto Rico,2012,3,0.0
3670,Virgin Islands,2012,3,0.0
3671,New York City,2012,3,0.0
3672,Alabama,2012,4,3.0
3673,Alaska,2012,4,1.0
3674,Arizona,2012,4,14.0
3675,Arkansas,2012,4,1.0
3676,California,2012,4,45.0
3677,Colorado,2012,4,47.0
3678,Connecticut,2012,4,5.0
3679,Delaware,2012,4,3.0
3680,District of Columbia,2012,4,0.0
3681,Florida,2012,4,0.0
3682,Georgia,2012,4,12.0
3683,Hawaii,2012,4,20.0
3684,Idaho,2012,4,0.0
3685,Illinois,2012,4,7.0
3686,Indiana,2012,4,2.0
3687,Iowa,2012,4,13.0
3688,Kansas,2012,4,0.0
3689,Kentucky,2012,4,4.0
3690,Louisiana,2012,4,3.0
3691,Maine,2012,4,1.0
3692,Maryland,2012,4,9.0
3693,Massachusetts,2012,4,0.0
3694,Michigan,2012,4,22.0
3695,Minnesota,2012,4,24.0
3696,Mississippi,2012,4,0.0
3697,Missouri,2012,4,15.0
3698,Montana,2012,4,4.0
3699,Nebraska,2012,4,14.0
3700,Nevada,2012,4,10.0
3701,New Hampshire,2012,4,0.0
3702,New Jersey,2012,4,0.0
3703,New Mexico,2012,4,5.0
3704,New York,2012,4,4.0
3705,North Carolina,2012,4,9.0
3706,North Dakota,2012,4,0.0
3707,Ohio,2012,4,1.0
3708,Oklahoma,2012,4,0.0
3709,Oregon,2012,4,5.0
3710,Pennsylvania,2012,4,2.0
3711,Rhode Island,2012,4,0.0
3712,South Carolina,2012,4,3.0
3713,South Dakota,2012,4,12.0
3714,Tennessee,2012,4,1.0
3715,Texas,2012,4,39.0
3716,Utah,2012,4,20.0
3717,Vermont,2012,4,0.0
3718,Virginia,2012,4,6.0
3719,Washington,2012,4,12.0
3720,West Virginia,2012,4,0.0
3721,Wisconsin,2012,4,23.0
3722,Wyoming,2012,4,6.0
3723,Puerto Rico,2012,4,0.0
3724,Virgin Islands,2012,4,0.0
3725,New York City,2012,4,0.0
3726,Alabama,2012,5,12.0
3727,Alaska,2012,5,4.0
3728,Arizona,2012,5,29.0
3729,Arkansas,2012,5,2.0
3730,California,2012,5,43.0
3731,Colorado,2012,5,57.0
3732,Connecticut,2012,5,5.0
3733,Delaware,2012,5,0.0
3734,District of Columbia,2012,5,0.0
3735,Florida,2012,5,0.0
3736,Georgia,2012,5,9.0
3737,Hawaii,2012,5,12.0
3738,Idaho,2012,5,0.0
3739,Illinois,2012,5,12.0
3740,Indiana,2012,5,5.0
3741,Iowa,2012,5,30.0
3742,Kansas,2012,5,17.0
3743,Kentucky,2012,5,3.0
3744,Louisiana,2012,5,7.0
3745,Maine,2012,5,2.0
3746,Maryland,2012,5,7.0
3747,Massachusetts,2012,5,0.0
3748,Michigan,2012,5,47.0
3749,Minnesota,2012,5,18.0
3750,Mississippi,2012,5,3.0
3751,Missouri,2012,5,34.0
3752,Montana,2012,5,7.0
3753,Nebraska,2012,5,19.0
3754,Nevada,2012,5,12.0
3755,New Hampshire,2012,5,3.0
3756,New Jersey,2012,5,0.0
3757,New Mexico,2012,5,2.0
3758,New York,2012,5,16.0
3759,North Carolina,2012,5,3.0
3760,North Dakota,2012,5,0.0
3761,Ohio,2012,5,3.0
3762,Oklahoma,2012,5,6.0
3763,Oregon,2012,5,3.0
3764,Pennsylvania,2012,5,4.0
3765,Rhode Island,2012,5,0.0
3766,South Carolina,2012,5,2.0
3767,South Dakota,2012,5,21.0
3768,Tennessee,2012,5,0.0
3769,Texas,2012,5,54.0
3770,Utah,2012,5,55.0
3771,Vermont,2012,5,0.0
3772,Virginia,2012,5,3.0
3773,Washington,2012,5,23.0
3774,West Virginia,2012,5,1.0
3775,Wisconsin,2012,5,40.0
3776,Wyoming,2012,5,2.0
3777,Puerto Rico,2012,5,0.0
3778,Virgin Islands,2012,5,0.0
3779,New York City,2012,5,0.0
3780,Alabama,2012,6,4.0
3781,Alaska,2012,6,0.0
3782,Arizona,2012,6,33.0
3783,Arkansas,2012,6,4.0
3784,California,2012,6,90.0
3785,Colorado,2012,6,46.0
3786,Connecticut,2012,6,4.0
3787,Delaware,2012,6,2.0
3788,District of Columbia,2012,6,0.0
3789,Florida,2012,6,0.0
3790,Georgia,2012,6,6.0
3791,Hawaii,2012,6,21.0
3792,Idaho,2012,6,2.0
3793,Illinois,2012,6,14.0
3794,Indiana,2012,6,14.0
3795,Iowa,2012,6,30.0
3796,Kansas,2012,6,7.0
3797,Kentucky,2012,6,8.0
3798,Louisiana,2012,6,7.0
3799,Maine,2012,6,1.0
3800,Maryland,2012,6,9.0
3801,Massachusetts,2012,6,0.0
3802,Michigan,2012,6,64.0
3803,Minnesota,2012,6,22.0
3804,Mississippi,2012,6,3.0
3805,Missouri,2012,6,39.0
3806,Montana,2012,6,3.0
3807,Nebraska,2012,6,8.0
3808,Nevada,2012,6,14.0
3809,New Hampshire,2012,6,1.0
3810,New Jersey,2012,6,0.0
3811,New Mexico,2012,6,1.0
3812,New York,2012,6,8.0
3813,North Carolina,2012,6,13.0
3814,North Dakota,2012,6,0.0
3815,Ohio,2012,6,3.0
3816,Oklahoma,2012,6,7.0
3817,Oregon,2012,6,4.0
3818,Pennsylvania,2012,6,3.0
3819,Rhode Island,2012,6,0.0
3820,South Carolina,2012,6,8.0
3821,South Dakota,2012,6,25.0
