,REGION,YEAR,WEEK,TOTAL CASES
8962,Virgin Islands,2018,49,0.0
8963,New York City,2018,49,0.0
8964,Alabama,2018,50,118.0
8965,Alaska,2018,50,0.0
8966,Arizona,2018,50,25.0
8967,Arkansas,2018,50,6.0
8968,California,2018,50,255.0
8969,Colorado,2018,50,134.0
8970,Connecticut,2018,50,41.0
8971,Delaware,2018,50,37.0
8972,District of Columbia,2018,50,0.0
8973,Florida,2018,50,0.0
8974,Georgia,2018,50,457.0
8975,Hawaii,2018,50,4.0
8976,Idaho,2018,50,1.0
8977,Illinois,2018,50,12.0
8978,Indiana,2018,50,12.0
8979,Iowa,2018,50,3.0
8980,Kansas,2018,50,1.0
8981,Kentucky,2018,50,20.0
8982,Louisiana,2018,50,11.0
8983,Maine,2018,50,3.0
8984,Maryland,2018,50,22.0
8985,Massachusetts,2018,50,71.0
8986,Michigan,2018,50,87.0
8987,Minnesota,2018,50,2.0
8988,Mississippi,2018,50,4.0
8989,Missouri,2018,50,106.0
8990,Montana,2018,50,13.0
8991,Nebraska,2018,50,33.0
8992,Nevada,2018,50,5.0
8993,New Hampshire,2018,50,0.0
8994,New Jersey,2018,50,0.0
8995,New Mexico,2018,50,21.0
8996,New York,2018,50,167.0
8997,North Carolina,2018,50,23.0
8998,North Dakota,2018,50,9.0
8999,Ohio,2018,50,196.0
9000,Oklahoma,2018,50,6.0
9001,Oregon,2018,50,38.0
9002,Pennsylvania,2018,50,22.0
9003,Rhode Island,2018,50,0.0
9004,South Carolina,2018,50,22.0
9005,South Dakota,2018,50,0.0
9006,Tennessee,2018,50,10.0
9007,Texas,2018,50,356.0
9008,Utah,2018,50,46.0
9009,Vermont,2018,50,23.0
9010,Virginia,2018,50,21.0
9011,Washington,2018,50,34.0
9012,West Virginia,2018,50,5.0
9013,Wisconsin,2018,50,19.0
9014,Wyoming,2018,50,0.0
9015,Puerto Rico,2018,50,0.0
9016,Virgin Islands,2018,50,0.0
9017,New York City,2018,50,0.0
9018,Alabama,2018,51,214.0
9019,Alaska,2018,51,0.0
9020,Arizona,2018,51,48.0
9021,Arkansas,2018,51,14.0
9022,California,2018,51,227.0
9023,Colorado,2018,51,223.0
9024,Connecticut,2018,51,82.0
9025,Delaware,2018,51,61.0
9026,District of Columbia,2018,51,0.0
9027,Florida,2018,51,0.0
9028,Georgia,2018,51,716.0
9029,Hawaii,2018,51,3.0
9030,Idaho,2018,51,5.0
9031,Illinois,2018,51,26.0
9032,Indiana,2018,51,18.0
9033,Iowa,2018,51,3.0
9034,Kansas,2018,51,11.0
9035,Kentucky,2018,51,72.0
9036,Louisiana,2018,51,13.0
9037,Maine,2018,51,2.0
9038,Maryland,2018,51,30.0
9039,Massachusetts,2018,51,131.0
9040,Michigan,2018,51,123.0
9041,Minnesota,2018,51,10.0
9042,Mississippi,2018,51,5.0
9043,Missouri,2018,51,143.0
9044,Montana,2018,51,12.0
9045,Nebraska,2018,51,67.0
9046,Nevada,2018,51,0.0
9047,New Hampshire,2018,51,0.0
9048,New Jersey,2018,51,0.0
9049,New Mexico,2018,51,94.0
9050,New York,2018,51,270.0
9051,North Carolina,2018,51,31.0
9052,North Dakota,2018,51,15.0
9053,Ohio,2018,51,408.0
9054,Oklahoma,2018,51,10.0
9055,Oregon,2018,51,67.0
9056,Pennsylvania,2018,51,47.0
9057,Rhode Island,2018,51,0.0
9058,South Carolina,2018,51,51.0
9059,South Dakota,2018,51,0.0
9060,Tennessee,2018,51,16.0
9061,Texas,2018,51,728.0
9062,Utah,2018,51,70.0
9063,Vermont,2018,51,39.0
9064,Virginia,2018,51,20.0
9065,Washington,2018,51,60.0
9066,West Virginia,2018,51,27.0
9067,Wisconsin,2018,51,45.0
9068,Wyoming,2018,51,0.0
9069,Puerto Rico,2018,51,0.0
9070,Virgin Islands,2018,51,0.0
9071,New York City,2018,51,0.0
9072,Alabama,2018,52,136.0
9073,Alaska,2018,52,0.0
9074,Arizona,2018,52,61.0
9075,Arkansas,2018,52,25.0
9076,California,2018,52,202.0
9077,Colorado,2018,52,290.0
9078,Connecticut,2018,52,145.0
9079,Delaware,2018,52,50.0
9080,District of Columbia,2018,52,0.0
9081,Florida,2018,52,0.0
9082,Georgia,2018,52,688.0
9083,Hawaii,2018,52,22.0
9084,Idaho,2018,52,24.0
9085,Illinois,2018,52,40.0
9086,Indiana,2018,52,42.0
9087,Iowa,2018,52,10.0
9088,Kansas,2018,52,7.0
9089,Kentucky,2018,52,196.0
9090,Louisiana,2018,52,34.0
9091,Maine,2018,52,3.0
9092,Maryland,2018,52,45.0
9093,Massachusetts,2018,52,241.0
9094,Michigan,2018,52,257.0
9095,Minnesota,2018,52,15.0
9096,Mississippi,2018,52,9.0
9097,Missouri,2018,52,225.0
9098,Montana,2018,52,23.0
9099,Nebraska,2018,52,80.0
9100,Nevada,2018,52,11.0
9101,New Hampshire,2018,52,0.0
9102,New Jersey,2018,52,0.0
9103,New Mexico,2018,52,96.0
9104,New York,2018,52,443.0
9105,North Carolina,2018,52,64.0
9106,North Dakota,2018,52,23.0
9107,Ohio,2018,52,597.0
9108,Oklahoma,2018,52,17.0
9109,Oregon,2018,52,97.0
9110,Pennsylvania,2018,52,110.0
9111,Rhode Island,2018,52,0.0
9112,South Carolina,2018,52,87.0
9113,South Dakota,2018,52,3.0
9114,Tennessee,2018,52,30.0
9115,Texas,2018,52,822.0
9116,Utah,2018,52,154.0
9117,Vermont,2018,52,62.0
9118,Virginia,2018,52,43.0
9119,Washington,2018,52,90.0
9120,West Virginia,2018,52,40.0
9121,Wisconsin,2018,52,71.0
9122,Wyoming,2018,52,0.0
9123,Puerto Rico,2018,52,0.0
9124,Virgin Islands,2018,52,0.0
9125,New York City,2018,52,0.0
9126,Alabama,2019,1,115.0
9127,Alaska,2019,1,0.0
9128,Arizona,2019,1,71.0
9129,Arkansas,2019,1,15.0
9130,California,2019,1,139.0
9131,Colorado,2019,1,212.0
9132,Connecticut,2019,1,174.0
9133,Delaware,2019,1,42.0
9134,District of Columbia,2019,1,0.0
9135,Florida,2019,1,0.0
9136,Georgia,2019,1,250.0
9137,Hawaii,2019,1,30.0
9138,Idaho,2019,1,25.0
9139,Illinois,2019,1,50.0
9140,Indiana,2019,1,40.0
9141,Iowa,2019,1,15.0
9142,Kansas,2019,1,6.0
9143,Kentucky,2019,1,207.0
9144,Louisiana,2019,1,26.0
9145,Maine,2019,1,7.0
9146,Maryland,2019,1,44.0
9147,Massachusetts,2019,1,306.0
9148,Michigan,2019,1,229.0
9149,Minnesota,2019,1,42.0
9150,Mississippi,2019,1,9.0
9151,Missouri,2019,1,181.0
9152,Montana,2019,1,24.0
9153,Nebraska,2019,1,68.0
9154,Nevada,2019,1,7.0
9155,New Hampshire,2019,1,0.0
9156,New Jersey,2019,1,0.0
9157,New Mexico,2019,1,88.0
9158,New York,2019,1,516.0
9159,North Carolina,2019,1,35.0
9160,North Dakota,2019,1,24.0
9161,Ohio,2019,1,447.0
9162,Oklahoma,2019,1,9.0
9163,Oregon,2019,1,102.0
9164,Pennsylvania,2019,1,83.0
9165,Rhode Island,2019,1,0.0
9166,South Carolina,2019,1,65.0
9167,South Dakota,2019,1,5.0
9168,Tennessee,2019,1,10.0
9169,Texas,2019,1,527.0
9170,Utah,2019,1,213.0
9171,Vermont,2019,1,39.0
9172,Virginia,2019,1,41.0
9173,Washington,2019,1,143.0
9174,West Virginia,2019,1,41.0
9175,Wisconsin,2019,1,60.0
9176,Wyoming,2019,1,0.0
9177,Puerto Rico,2019,1,0.0
9178,Virgin Islands,2019,1,0.0
9179,New York City,2019,1,0.0
9180,Alabama,2019,2,57.0
9181,Alaska,2019,2,0.0
9182,Arizona,2019,2,56.0
9183,Arkansas,2019,2,40.0
9184,California,2019,2,191.0
9185,Colorado,2019,2,151.0
9186,Connecticut,2019,2,199.0
9187,Delaware,2019,2,62.0
9188,District of Columbia,2019,2,0.0
9189,Florida,2019,2,0.0
9190,Georgia,2019,2,112.0
9191,Hawaii,2019,2,35.0
9192,Idaho,2019,2,17.0
9193,Illinois,2019,2,51.0
9194,Indiana,2019,2,26.0
9195,Iowa,2019,2,28.0
9196,Kansas,2019,2,7.0
9197,Kentucky,2019,2,160.0
9198,Louisiana,2019,2,31.0
9199,Maine,2019,2,13.0
9200,Maryland,2019,2,39.0
9201,Massachusetts,2019,2,339.0
9202,Michigan,2019,2,210.0
9203,Minnesota,2019,2,53.0
9204,Mississippi,2019,2,10.0
9205,Missouri,2019,2,184.0
9206,Montana,2019,2,11.0
9207,Nebraska,2019,2,75.0
9208,Nevada,2019,2,20.0
9209,New Hampshire,2019,2,0.0
9210,New Jersey,2019,2,0.0
9211,New Mexico,2019,2,129.0
9212,New York,2019,2,567.0
9213,North Carolina,2019,2,49.0
9214,North Dakota,2019,2,38.0
9215,Ohio,2019,2,359.0
9216,Oklahoma,2019,2,12.0
9217,Oregon,2019,2,111.0
9218,Pennsylvania,2019,2,89.0
9219,Rhode Island,2019,2,0.0
9220,South Carolina,2019,2,38.0
9221,South Dakota,2019,2,7.0
9222,Tennessee,2019,2,5.0
9223,Texas,2019,2,510.0
9224,Utah,2019,2,297.0
9225,Vermont,2019,2,20.0
9226,Virginia,2019,2,33.0
9227,Washington,2019,2,153.0
9228,West Virginia,2019,2,27.0
9229,Wisconsin,2019,2,95.0
9230,Wyoming,2019,2,0.0
9231,Puerto Rico,2019,2,0.0
9232,Virgin Islands,2019,2,0.0
9233,New York City,2019,2,0.0
9234,Alabama,2019,3,37.0
9235,Alaska,2019,3,1.0
9236,Arizona,2019,3,53.0
9237,Arkansas,2019,3,71.0
9238,California,2019,3,180.0
9239,Colorado,2019,3,187.0
9240,Connecticut,2019,3,280.0
9241,Delaware,2019,3,86.0
9242,District of Columbia,2019,3,0.0
9243,Florida,2019,3,0.0
9244,Georgia,2019,3,112.0
9245,Hawaii,2019,3,28.0
9246,Idaho,2019,3,46.0
9247,Illinois,2019,3,68.0
9248,Indiana,2019,3,24.0
9249,Iowa,2019,3,31.0
9250,Kansas,2019,3,5.0
9251,Kentucky,2019,3,167.0
9252,Louisiana,2019,3,36.0
9253,Maine,2019,3,18.0
9254,Maryland,2019,3,58.0
9255,Massachusetts,2019,3,334.0
9256,Michigan,2019,3,265.0
9257,Minnesota,2019,3,43.0
9258,Mississippi,2019,3,16.0
9259,Missouri,2019,3,206.0
9260,Montana,2019,3,56.0
9261,Nebraska,2019,3,93.0
9262,Nevada,2019,3,19.0
9263,New Hampshire,2019,3,0.0
9264,New Jersey,2019,3,0.0
9265,New Mexico,2019,3,115.0
9266,New York,2019,3,721.0
9267,North Carolina,2019,3,95.0
9268,North Dakota,2019,3,64.0
9269,Ohio,2019,3,554.0
9270,Oklahoma,2019,3,19.0
9271,Oregon,2019,3,138.0
9272,Pennsylvania,2019,3,187.0
9273,Rhode Island,2019,3,0.0
9274,South Carolina,2019,3,62.0
9275,South Dakota,2019,3,1.0
9276,Tennessee,2019,3,7.0
9277,Texas,2019,3,807.0
9278,Utah,2019,3,355.0
9279,Vermont,2019,3,42.0
9280,Virginia,2019,3,47.0
9281,Washington,2019,3,228.0
9282,West Virginia,2019,3,75.0
9283,Wisconsin,2019,3,148.0
9284,Wyoming,2019,3,0.0
9285,Puerto Rico,2019,3,0.0
9286,Virgin Islands,2019,3,0.0
9287,New York City,2019,3,0.0
9288,Alabama,2019,4,72.0
9289,Alaska,2019,4,2.0
9290,Arizona,2019,4,32.0
9291,Arkansas,2019,4,93.0
9292,California,2019,4,135.0
9293,Colorado,2019,4,166.0
9294,Connecticut,2019,4,351.0
9295,Delaware,2019,4,105.0
9296,District of Columbia,2019,4,0.0
9297,Florida,2019,4,0.0
9298,Georgia,2019,4,156.0
9299,Hawaii,2019,4,57.0
9300,Idaho,2019,4,48.0
9301,Illinois,2019,4,65.0
9302,Indiana,2019,4,22.0
9303,Iowa,2019,4,34.0
9304,Kansas,2019,4,5.0
9305,Kentucky,2019,4,234.0
9306,Louisiana,2019,4,62.0
9307,Maine,2019,4,12.0
9308,Maryland,2019,4,51.0
9309,Massachusetts,2019,4,436.0
9310,Michigan,2019,4,359.0
9311,Minnesota,2019,4,85.0
9312,Mississippi,2019,4,30.0
9313,Missouri,2019,4,270.0
9314,Montana,2019,4,68.0
9315,Nebraska,2019,4,97.0
9316,Nevada,2019,4,11.0
9317,New Hampshire,2019,4,0.0
9318,New Jersey,2019,4,0.0
9319,New Mexico,2019,4,124.0
9320,New York,2019,4,915.0
9321,North Carolina,2019,4,201.0
9322,North Dakota,2019,4,120.0
9323,Ohio,2019,4,523.0
9324,Oklahoma,2019,4,20.0
9325,Oregon,2019,4,180.0
9326,Pennsylvania,2019,4,186.0
9327,Rhode Island,2019,4,0.0
9328,South Carolina,2019,4,77.0
9329,South Dakota,2019,4,6.0
9330,Tennessee,2019,4,15.0
9331,Texas,2019,4,1112.0
9332,Utah,2019,4,458.0
9333,Vermont,2019,4,90.0
9334,Virginia,2019,4,65.0
9335,Washington,2019,4,358.0
9336,West Virginia,2019,4,146.0
9337,Wisconsin,2019,4,231.0
9338,Wyoming,2019,4,0.0
9339,Puerto Rico,2019,4,0.0
9340,Virgin Islands,2019,4,0.0
9341,New York City,2019,4,0.0
9342,Alabama,2019,5,154.0
9343,Alaska,2019,5,1.0
9344,Arizona,2019,5,51.0
9345,Arkansas,2019,5,22.0
9346,California,2019,5,174.0
9347,Colorado,2019,5,237.0
9348,Connecticut,2019,5,392.0
9349,Delaware,2019,5,167.0
9350,District of Columbia,2019,5,0.0
9351,Florida,2019,5,0.0
9352,Georgia,2019,5,207.0
9353,Hawaii,2019,5,54.0
9354,Idaho,2019,5,40.0
9355,Illinois,2019,5,89.0
9356,Indiana,2019,5,42.0
9357,Iowa,2019,5,47.0
9358,Kansas,2019,5,15.0
9359,Kentucky,2019,5,239.0
9360,Louisiana,2019,5,162.0
9361,Maine,2019,5,41.0
9362,Maryland,2019,5,63.0
9363,Massachusetts,2019,5,413.0
9364,Michigan,2019,5,324.0
9365,Minnesota,2019,5,74.0
9366,Mississippi,2019,5,85.0
9367,Missouri,2019,5,420.0
9368,Montana,2019,5,62.0
9369,Nebraska,2019,5,127.0
9370,Nevada,2019,5,20.0
9371,New Hampshire,2019,5,0.0
9372,New Jersey,2019,5,0.0
9373,New Mexico,2019,5,78.0
9374,New York,2019,5,919.0
9375,North Carolina,2019,5,360.0
9376,North Dakota,2019,5,122.0
9377,Ohio,2019,5,840.0
9378,Oklahoma,2019,5,56.0
9379,Oregon,2019,5,158.0
9380,Pennsylvania,2019,5,203.0
9381,Rhode Island,2019,5,0.0
9382,South Carolina,2019,5,112.0
9383,South Dakota,2019,5,8.0
9384,Tennessee,2019,5,38.0
9385,Texas,2019,5,1962.0
9386,Utah,2019,5,572.0
9387,Vermont,2019,5,92.0
9388,Virginia,2019,5,127.0
9389,Washington,2019,5,507.0
9390,West Virginia,2019,5,185.0
9391,Wisconsin,2019,5,216.0
9392,Wyoming,2019,5,0.0
9393,Puerto Rico,2019,5,0.0
9394,Virgin Islands,2019,5,0.0
9395,New York City,2019,5,0.0
9396,Alabama,2019,6,227.0
9397,Alaska,2019,6,2.0
9398,Arizona,2019,6,64.0
9399,Arkansas,2019,6,357.0
9400,California,2019,6,128.0
9401,Colorado,2019,6,374.0
9402,Connecticut,2019,6,379.0
9403,Delaware,2019,6,150.0
9404,District of Columbia,2019,6,0.0
9405,Florida,2019,6,0.0
9406,Georgia,2019,6,288.0
9407,Hawaii,2019,6,41.0
9408,Idaho,2019,6,37.0
9409,Illinois,2019,6,116.0
9410,Indiana,2019,6,66.0
9411,Iowa,2019,6,64.0
9412,Kansas,2019,6,7.0
9413,Kentucky,2019,6,228.0
9414,Louisiana,2019,6,258.0
9415,Maine,2019,6,49.0
9416,Maryland,2019,6,108.0
9417,Massachusetts,2019,6,455.0
9418,Michigan,2019,6,275.0
9419,Minnesota,2019,6,109.0
9420,Mississippi,2019,6,91.0
9421,Missouri,2019,6,509.0
9422,Montana,2019,6,115.0
9423,Nebraska,2019,6,87.0
9424,Nevada,2019,6,22.0
9425,New Hampshire,2019,6,0.0
9426,New Jersey,2019,6,0.0
9427,New Mexico,2019,6,85.0
9428,New York,2019,6,1286.0
9429,North Carolina,2019,6,376.0
9430,North Dakota,2019,6,137.0
9431,Ohio,2019,6,904.0
9432,Oklahoma,2019,6,98.0
9433,Oregon,2019,6,290.0
9434,Pennsylvania,2019,6,253.0
9435,Rhode Island,2019,6,0.0
9436,South Carolina,2019,6,216.0
9437,South Dakota,2019,6,10.0
9438,Tennessee,2019,6,63.0
9439,Texas,2019,6,2453.0
9440,Utah,2019,6,635.0
9441,Vermont,2019,6,79.0
9442,Virginia,2019,6,176.0
9443,Washington,2019,6,413.0
9444,West Virginia,2019,6,266.0
9445,Wisconsin,2019,6,302.0
9446,Wyoming,2019,6,0.0
9447,Puerto Rico,2019,6,0.0
9448,Virgin Islands,2019,6,0.0
9449,New York City,2019,6,0.0
9450,Alabama,2019,7,210.0
9451,Alaska,2019,7,3.0
9452,Arizona,2019,7,51.0
9453,Arkansas,2019,7,411.0
9454,California,2019,7,160.0
9455,Colorado,2019,7,454.0
9456,Connecticut,2019,7,261.0
9457,Delaware,2019,7,153.0
9458,District of Columbia,2019,7,0.0
9459,Florida,2019,7,0.0
9460,Georgia,2019,7,236.0
9461,Hawaii,2019,7,39.0
9462,Idaho,2019,7,38.0
9463,Illinois,2019,7,152.0
9464,Indiana,2019,7,86.0
9465,Iowa,2019,7,143.0
9466,Kansas,2019,7,21.0
9467,Kentucky,2019,7,152.0
9468,Louisiana,2019,7,304.0
9469,Maine,2019,7,68.0
9470,Maryland,2019,7,92.0
9471,Massachusetts,2019,7,353.0
9472,Michigan,2019,7,358.0
9473,Minnesota,2019,7,124.0
9474,Mississippi,2019,7,90.0
9475,Missouri,2019,7,609.0
9476,Montana,2019,7,158.0
9477,Nebraska,2019,7,65.0
9478,Nevada,2019,7,14.0
9479,New Hampshire,2019,7,0.0
9480,New Jersey,2019,7,0.0
9481,New Mexico,2019,7,0.0
9482,New York,2019,7,1337.0
9483,North Carolina,2019,7,259.0
9484,North Dakota,2019,7,182.0
9485,Ohio,2019,7,1194.0
9486,Oklahoma,2019,7,164.0
9487,Oregon,2019,7,407.0
9488,Pennsylvania,2019,7,239.0
9489,Rhode Island,2019,7,0.0
9490,South Carolina,2019,7,169.0
9491,South Dakota,2019,7,12.0
9492,Tennessee,2019,7,41.0
9493,Texas,2019,7,1985.0
9494,Utah,2019,7,675.0
9495,Vermont,2019,7,99.0
9496,Virginia,2019,7,250.0
9497,Washington,2019,7,315.0
9498,West Virginia,2019,7,289.0
9499,Wisconsin,2019,7,508.0
9500,Wyoming,2019,7,0.0
9501,Puerto Rico,2019,7,0.0
9502,Virgin Islands,2019,7,0.0
9503,New York City,2019,7,0.0
9504,Alabama,2019,8,172.0
9505,Alaska,2019,8,0.0
9506,Arizona,2019,8,44.0
9507,Arkansas,2019,8,254.0
9508,California,2019,8,185.0
9509,Colorado,2019,8,493.0
9510,Connecticut,2019,8,211.0
9511,Delaware,2019,8,121.0
9512,District of Columbia,2019,8,0.0
9513,Florida,2019,8,0.0
9514,Georgia,2019,8,272.0
9515,Hawaii,2019,8,50.0
9516,Idaho,2019,8,44.0
9517,Illinois,2019,8,143.0
9518,Indiana,2019,8,129.0
9519,Iowa,2019,8,202.0
9520,Kansas,2019,8,30.0
9521,Kentucky,2019,8,135.0
9522,Louisiana,2019,8,295.0
9523,Maine,2019,8,71.0
9524,Maryland,2019,8,132.0
9525,Massachusetts,2019,8,270.0
9526,Michigan,2019,8,374.0
9527,Minnesota,2019,8,207.0
9528,Mississippi,2019,8,44.0
9529,Missouri,2019,8,637.0
9530,Montana,2019,8,213.0
9531,Nebraska,2019,8,62.0
9532,Nevada,2019,8,17.0
9533,New Hampshire,2019,8,0.0
9534,New Jersey,2019,8,0.0
9535,New Mexico,2019,8,104.0
9536,New York,2019,8,1310.0
9537,North Carolina,2019,8,227.0
9538,North Dakota,2019,8,202.0
9539,Ohio,2019,8,1478.0
9540,Oklahoma,2019,8,168.0
9541,Oregon,2019,8,542.0
9542,Pennsylvania,2019,8,215.0
9543,Rhode Island,2019,8,0.0
9544,South Carolina,2019,8,144.0
9545,South Dakota,2019,8,7.0
9546,Tennessee,2019,8,30.0
9547,Texas,2019,8,1666.0
9548,Utah,2019,8,624.0
9549,Vermont,2019,8,107.0
9550,Virginia,2019,8,289.0
9551,Washington,2019,8,431.0
9552,West Virginia,2019,8,348.0
9553,Wisconsin,2019,8,596.0
9554,Wyoming,2019,8,0.0
9555,Puerto Rico,2019,8,0.0
9556,Virgin Islands,2019,8,0.0
9557,New York City,2019,8,0.0
9558,Alabama,2019,9,164.0
9559,Alaska,2019,9,0.0
9560,Arizona,2019,9,53.0
9561,Arkansas,2019,9,336.0
9562,California,2019,9,212.0
9563,Colorado,2019,9,475.0
9564,Connecticut,2019,9,202.0
9565,Delaware,2019,9,128.0
9566,District of Columbia,2019,9,0.0
9567,Florida,2019,9,0.0
9568,Georgia,2019,9,207.0
9569,Hawaii,2019,9,43.0
9570,Idaho,2019,9,28.0
9571,Illinois,2019,9,142.0
9572,Indiana,2019,9,191.0
9573,Iowa,2019,9,237.0
9574,Kansas,2019,9,34.0
9575,Kentucky,2019,9,111.0
9576,Louisiana,2019,9,185.0
9577,Maine,2019,9,47.0
9578,Maryland,2019,9,129.0
9579,Massachusetts,2019,9,243.0
9580,Michigan,2019,9,469.0
9581,Minnesota,2019,9,140.0
9582,Mississippi,2019,9,27.0
9583,Missouri,2019,9,722.0
9584,Montana,2019,9,269.0
9585,Nebraska,2019,9,26.0
9586,Nevada,2019,9,17.0
9587,New Hampshire,2019,9,0.0
9588,New Jersey,2019,9,0.0
9589,New Mexico,2019,9,131.0
9590,New York,2019,9,893.0
9591,North Carolina,2019,9,124.0
9592,North Dakota,2019,9,252.0
9593,Ohio,2019,9,1505.0
9594,Oklahoma,2019,9,171.0
9595,Oregon,2019,9,598.0
9596,Pennsylvania,2019,9,232.0
9597,Rhode Island,2019,9,0.0
9598,South Carolina,2019,9,129.0
9599,South Dakota,2019,9,6.0
9600,Tennessee,2019,9,22.0
9601,Texas,2019,9,1518.0
9602,Utah,2019,9,632.0
9603,Vermont,2019,9,71.0
9604,Virginia,2019,9,287.0
9605,Washington,2019,9,521.0
9606,West Virginia,2019,9,244.0
9607,Wisconsin,2019,9,926.0
9608,Wyoming,2019,9,0.0
9609,Puerto Rico,2019,9,0.0
9610,Virgin Islands,2019,9,0.0
9611,New York City,2019,9,0.0
9612,Alabama,2019,10,133.0
9613,Alaska,2019,10,0.0
9614,Arizona,2019,10,50.0
9615,Arkansas,2019,10,368.0
9616,California,2019,10,183.0
9617,Colorado,2019,10,382.0
9618,Connecticut,2019,10,145.0
9619,Delaware,2019,10,117.0
9620,District of Columbia,2019,10,0.0
9621,Florida,2019,10,0.0
9622,Georgia,2019,10,144.0
9623,Hawaii,2019,10,34.0
9624,Idaho,2019,10,34.0
9625,Illinois,2019,10,169.0
9626,Indiana,2019,10,194.0
9627,Iowa,2019,10,265.0
9628,Kansas,2019,10,36.0
9629,Kentucky,2019,10,71.0
9630,Louisiana,2019,10,169.0
9631,Maine,2019,10,69.0
9632,Maryland,2019,10,133.0
9633,Massachusetts,2019,10,197.0
9634,Michigan,2019,10,653.0
9635,Minnesota,2019,10,133.0
9636,Mississippi,2019,10,15.0
9637,Missouri,2019,10,664.0
9638,Montana,2019,10,171.0
9639,Nebraska,2019,10,29.0
9640,Nevada,2019,10,20.0
9641,New Hampshire,2019,10,0.0
9642,New Jersey,2019,10,0.0
9643,New Mexico,2019,10,135.0
9644,New York,2019,10,875.0
9645,North Carolina,2019,10,94.0
9646,North Dakota,2019,10,222.0
9647,Ohio,2019,10,1657.0
9648,Oklahoma,2019,10,138.0
9649,Oregon,2019,10,687.0
9650,Pennsylvania,2019,10,228.0
9651,Rhode Island,2019,10,0.0
9652,South Carolina,2019,10,91.0
9653,South Dakota,2019,10,7.0
9654,Tennessee,2019,10,16.0
9655,Texas,2019,10,1285.0
9656,Utah,2019,10,465.0
9657,Vermont,2019,10,63.0
9658,Virginia,2019,10,203.0
9659,Washington,2019,10,761.0
9660,West Virginia,2019,10,182.0
9661,Wisconsin,2019,10,1275.0
9662,Wyoming,2019,10,0.0
9663,Puerto Rico,2019,10,0.0
9664,Virgin Islands,2019,10,0.0
9665,New York City,2019,10,0.0
9666,Alabama,2019,11,106.0
9667,Alaska,2019,11,0.0
9668,Arizona,2019,11,43.0
9669,Arkansas,2019,11,322.0
9670,California,2019,11,153.0
9671,Colorado,2019,11,300.0
9672,Connecticut,2019,11,151.0
9673,Delaware,2019,11,64.0
9674,District of Columbia,2019,11,0.0
9675,Florida,2019,11,0.0
9676,Georgia,2019,11,180.0
9677,Hawaii,2019,11,30.0
9678,Idaho,2019,11,51.0
9679,Illinois,2019,11,165.0
9680,Indiana,2019,11,209.0
9681,Iowa,2019,11,257.0
9682,Kansas,2019,11,38.0
9683,Kentucky,2019,11,70.0
9684,Louisiana,2019,11,100.0
9685,Maine,2019,11,70.0
9686,Maryland,2019,11,188.0
9687,Massachusetts,2019,11,218.0
9688,Michigan,2019,11,797.0
9689,Minnesota,2019,11,186.0
9690,Mississippi,2019,11,16.0
9691,Missouri,2019,11,759.0
9692,Montana,2019,11,167.0
9693,Nebraska,2019,11,16.0
9694,Nevada,2019,11,9.0
9695,New Hampshire,2019,11,0.0
9696,New Jersey,2019,11,0.0
9697,New Mexico,2019,11,144.0
9698,New York,2019,11,933.0
9699,North Carolina,2019,11,80.0
9700,North Dakota,2019,11,144.0
9701,Ohio,2019,11,1666.0
9702,Oklahoma,2019,11,117.0
9703,Oregon,2019,11,903.0
9704,Pennsylvania,2019,11,204.0
9705,Rhode Island,2019,11,0.0
9706,South Carolina,2019,11,81.0
9707,South Dakota,2019,11,8.0
9708,Tennessee,2019,11,32.0
9709,Texas,2019,11,865.0
9710,Utah,2019,11,355.0
9711,Vermont,2019,11,69.0
9712,Virginia,2019,11,192.0
9713,Washington,2019,11,1038.0
9714,West Virginia,2019,11,150.0
9715,Wisconsin,2019,11,1593.0
9716,Wyoming,2019,11,0.0
9717,Puerto Rico,2019,11,0.0
9718,Virgin Islands,2019,11,0.0
9719,New York City,2019,11,0.0
9720,Alabama,2019,12,50.0
9721,Alaska,2019,12,0.0
9722,Arizona,2019,12,34.0
9723,Arkansas,2019,12,89.0
9724,California,2019,12,165.0
9725,Colorado,2019,12,204.0
9726,Connecticut,2019,12,130.0
9727,Delaware,2019,12,60.0
9728,District of Columbia,2019,12,0.0
9729,Florida,2019,12,0.0
9730,Georgia,2019,12,174.0
9731,Hawaii,2019,12,29.0
9732,Idaho,2019,12,38.0
9733,Illinois,2019,12,107.0
9734,Indiana,2019,12,170.0
9735,Iowa,2019,12,169.0
9736,Kansas,2019,12,30.0
9737,Kentucky,2019,12,59.0
9738,Louisiana,2019,12,67.0
9739,Maine,2019,12,100.0
9740,Maryland,2019,12,131.0
9741,Massachusetts,2019,12,258.0
9742,Michigan,2019,12,872.0
9743,Minnesota,2019,12,58.0
9744,Mississippi,2019,12,3.0
9745,Missouri,2019,12,548.0
9746,Montana,2019,12,72.0
9747,Nebraska,2019,12,13.0
9748,Nevada,2019,12,14.0
9749,New Hampshire,2019,12,0.0
9750,New Jersey,2019,12,0.0
9751,New Mexico,2019,12,103.0
9752,New York,2019,12,810.0
9753,North Carolina,2019,12,82.0
9754,North Dakota,2019,12,106.0
9755,Ohio,2019,12,1160.0
9756,Oklahoma,2019,12,67.0
9757,Oregon,2019,12,833.0
9758,Pennsylvania,2019,12,139.0
9759,Rhode Island,2019,12,0.0
